2026-07-27 21:14:55.971 PDT [589578] LOG:  registered custom cumulative statistics "ecaz" with ID 25
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_ts_dict_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_event_trigger_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2240 total in 2 blocks; 152 free (0 chunks); 2088 used: pg_conversion_default_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2240 total in 2 blocks; 152 free (0 chunks); 2088 used: pg_operator_oprname_l_r_n_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_trigger_tgrelid_tgname_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_extension_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_enum_typid_label_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_ts_config_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_user_mapping_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1120 free (1 chunks); 1952 used: pg_opfamily_am_name_nsp_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_foreign_table_relid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 592 free (2 chunks); 1456 used: pg_type_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_aggregate_fnoid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_constraint_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_rewrite_rel_rulename_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_ts_parser_prsname_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_ts_config_cfgname_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_ts_parser_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1192 free (2 chunks); 1880 used: pg_publication_rel_prrelid_prpubid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_operator_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 592 free (2 chunks); 1456 used: pg_namespace_nspname_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_ts_template_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1120 free (1 chunks); 1952 used: pg_amop_opr_fam_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1088 free (2 chunks); 1984 used: pg_default_acl_role_nsp_obj_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1120 free (1 chunks); 1952 used: pg_collation_name_enc_nsp_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_publication_rel_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_range_rngtypid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_ts_dict_dictname_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_type_typname_nsp_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_opfamily_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_statistic_ext_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1192 free (2 chunks); 1880 used: pg_statistic_ext_data_stxoid_inh_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 592 free (2 chunks); 1456 used: pg_class_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 960 free (1 chunks); 2112 used: pg_proc_proname_args_nsp_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 720 free (3 chunks); 1328 used: pg_partitioned_table_partrelid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_range_rngmultitypid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_transform_type_lang_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 984 free (2 chunks); 2088 used: pg_attribute_relid_attnum_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 592 free (2 chunks); 1456 used: pg_proc_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_language_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_namespace_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3264 total in 3 blocks; 816 free (2 chunks); 2448 used: pg_amproc_fam_proc_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_foreign_server_name_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_attribute_relid_attnam_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1192 free (2 chunks); 1880 used: pg_publication_namespace_pnnspid_pnpubid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_conversion_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1192 free (2 chunks); 1880 used: pg_user_mapping_user_server_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1192 free (2 chunks); 1880 used: pg_subscription_rel_srrelid_srsubid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_sequence_seqrelid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_extension_name_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_conversion_name_nsp_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 592 free (2 chunks); 1456 used: pg_authid_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1088 free (2 chunks); 1984 used: pg_auth_members_member_role_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_subscription_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_parameter_acl_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_tablespace_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 752 free (2 chunks); 1296 used: pg_parameter_acl_parname_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1120 free (1 chunks); 1952 used: pg_shseclabel_object_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 720 free (3 chunks); 1328 used: pg_replication_origin_roname_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 592 free (2 chunks); 1456 used: pg_database_datname_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1224 free (3 chunks); 1848 used: pg_subscription_subname_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 720 free (3 chunks); 1328 used: pg_replication_origin_roiident_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1088 free (2 chunks); 1984 used: pg_auth_members_role_member_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 592 free (2 chunks); 1456 used: pg_database_oid_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 592 free (2 chunks); 1456 used: pg_authid_rolname_index
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 2; LOCALLOCK hash: 8192 total in 1 blocks; 576 free (0 chunks); 7616 used
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 2; WAL record construction: 49776 total in 2 blocks; 6384 free (0 chunks); 43392 used
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 2; PrivateRefCount: 8192 total in 1 blocks; 2640 free (0 chunks); 5552 used
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 2; MdSmgr: 8192 total in 1 blocks; 7688 free (0 chunks); 504 used
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 2; Custom Scan Methods: 16384 total in 2 blocks; 6680 free (3 chunks); 9704 used
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 2; GUCMemoryContext: 73728 total in 4 blocks; 28680 free (3 chunks); 45048 used
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 3; GUC hash table: 32768 total in 3 blocks; 8432 free (6 chunks); 24336 used
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 2; Timezones: 104128 total in 2 blocks; 2640 free (0 chunks); 101488 used
2026-07-27 21:15:26.958 PDT [589846] LOG:  level: 2; ErrorContext: 8192 total in 1 blocks; 7952 free (3 chunks); 240 used
2026-07-27 21:15:26.958 PDT [589846] LOG:  Grand total: 1333520 bytes in 231 blocks; 345408 free (241 chunks); 988112 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  logging memory contexts of PID 589846
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 1; TopMemoryContext: 132256 total in 6 blocks; 22928 free (12 chunks); 109328 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; Operator lookup cache: 24576 total in 2 blocks; 10776 free (3 chunks); 13800 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; CFuncHash: 8192 total in 1 blocks; 576 free (0 chunks); 7616 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; TableSpace cache: 8192 total in 1 blocks; 2112 free (0 chunks); 6080 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; Map from relid to OID of cached composite type: 8192 total in 1 blocks; 2512 free (0 chunks); 5680 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; Type information cache: 24640 total in 2 blocks; 2640 free (0 chunks); 22000 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; Record information cache: 8192 total in 1 blocks; 1600 free (0 chunks); 6592 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; search_path processing cache: 8192 total in 1 blocks; 5408 free (9 chunks); 2784 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; RowDescriptionContext: 8192 total in 1 blocks; 6912 free (0 chunks); 1280 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; MessageContext: 16384 total in 2 blocks; 3552 free (0 chunks); 12832 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 3; per-parsetree message context: 131072 total in 5 blocks; 43152 free (3 chunks); 87920 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; Operator class cache: 8192 total in 1 blocks; 576 free (0 chunks); 7616 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; smgr relation table: 32768 total in 3 blocks; 8624 free (8 chunks); 24144 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; PgStat Shared Ref Hash: 9280 total in 2 blocks; 704 free (0 chunks); 8576 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; PgStat Shared Ref: 16384 total in 5 blocks; 7824 free (3 chunks); 8560 used
2026-07-27 21:16:45.154 PDT [589846] LOG:  level: 2; PgStat Pending: 32768 total in 7 blocks; 7264 free (14 chunks); 25504 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 2; TopTransactionContext: 8321499136 total in 1002 blocks; 8603128 free (6895 chunks); 8312896008 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 2; TransactionAbortContext: 32768 total in 1 blocks; 32528 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 2; Portal hash: 8192 total in 1 blocks; 576 free (0 chunks); 7616 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 2; TopPortalContext: 8192 total in 1 blocks; 7680 free (0 chunks); 512 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; PortalContext: 1024 total in 1 blocks; 616 free (0 chunks); 408 used: <unnamed>
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 4; ExecutorState: 81984 total in 5 blocks; 14456 free (4 chunks); 67528 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; SRF multi-call context: 2048 total in 2 blocks; 1688 free (9 chunks); 360 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; TupleSort main: 32832 total in 2 blocks; 6832 free (8 chunks); 26000 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 6; TupleSort sort: 8192 total in 1 blocks; 7952 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 7; Caller tuples: 8192 total in 1 blocks; 5632 free (0 chunks); 2560 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; printtup: 8192 total in 1 blocks; 7952 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; ExprContext: 8192 total in 1 blocks; 7952 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; tuplestore tuples: 8192 total in 1 blocks (0 chunks); 8008 free (0 chunks); 184 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; ExprContext: 8192 total in 1 blocks; 7952 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; ExprContext: 8192 total in 1 blocks; 7952 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; ExprContext: 8192 total in 1 blocks; 7952 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; Table function arguments: 8192 total in 1 blocks; 7808 free (0 chunks); 384 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; ExprContext: 8192 total in 1 blocks; 7952 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; ExprContext: 8192 total in 1 blocks; 7952 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; ExprContext: 8192 total in 1 blocks; 7952 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 5; ExprContext: 8192 total in 1 blocks; 7952 free (0 chunks); 240 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 2; Relcache by OID: 16384 total in 2 blocks; 2488 free (2 chunks); 13896 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 2; CacheMemoryContext: 1069936 total in 9 blocks; 106168 free (1 chunks); 963768 used
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1064 free (2 chunks); 2008 used: pg_toast_318935_index
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 640 free (2 chunks); 1408 used: _ecdz_dir_318929_71717171717141718171717171717171
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 560 free (1 chunks); 2512 used: ec_distann_generation_fingerprint_unique
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 640 free (2 chunks); 1408 used: ec_distann_generation_directory_relid_key
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 640 free (2 chunks); 1408 used: ec_distann_generation_graph_store_relid_key
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 2048 total in 2 blocks; 640 free (2 chunks); 1408 used: ec_distann_generation_row_tier_relid_key
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 800 free (1 chunks); 2272 used: ec_distann_generation_pkey
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 848 free (1 chunks); 2224 used: ec_distann_build_participant_one_local
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 4416 total in 3 blocks; 568 free (0 chunks); 3848 used: ec_distann_build_participant__index_oid_logical_index_uuid_key3
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 2240 total in 2 blocks; 40 free (0 chunks); 2200 used: ec_distann_build_participant__index_oid_logical_index_uuid_key2
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 2240 total in 2 blocks; 40 free (0 chunks); 2200 used: ec_distann_build_participant__index_oid_logical_index_uuid_key1
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 2240 total in 2 blocks; 40 free (0 chunks); 2200 used: ec_distann_build_participant__index_oid_logical_index_uuid__key
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 2240 total in 2 blocks; 40 free (0 chunks); 2200 used: ec_distann_build_participant_binding_pkey
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1064 free (2 chunks); 2008 used: pg_toast_16930_index
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1064 free (2 chunks); 2008 used: pg_toast_2619_index
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 2240 total in 2 blocks; 40 free (0 chunks); 2200 used: ec_distann_generation_head_sa_index_oid_logical_index_uuid__key
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 2240 total in 2 blocks; 40 free (0 chunks); 2200 used: ec_distann_generation_head_sample_pkey
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 768 free (1 chunks); 2304 used: ec_distann_generation_head_state_pkey
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 3072 total in 2 blocks; 1064 free (2 chunks); 2008 used: pg_toast_16848_index
2026-07-27 21:16:45.155 PDT [589846] LOG:  level: 3; index info: 4416 total in 3 blocks; 168 free (0 chunks); 4248 used: ec_distann_build_candidate_index_oid_logical_index_uuid_bui_key
