# Suite Report: task124-tq-phase6-local-cache-evict-100k-suite

- config: `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/task124-tq-phase6-local-cache-evict-100k-suite.json`
- config_sha256: `0fc8eec50bc8d3890ee702246c159c6f9e914d1eb9e2fafb38524302abc24e14`
- dry_run: `false`
- steps: completed 10, failed 0, skipped 0, dry-run 0, missing artifacts 0, stale 0

| Step | Kind | Status | Duration ms | Artifacts |
| --- | --- | --- | ---: | --- |
| load-100k-f32-w100 | load | Succeeded | 6133 | `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/local-cache-evict-100k/load-100k-f32-w100.log` |
| load-100k-tq-w75-g50-final15 | load | Succeeded | 6095 | `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/local-cache-evict-100k/load-100k-tq-w75-g50-final15.log` |
| storage-100k-f32-w100 | storage | Succeeded | 24 | `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/local-cache-evict-100k/storage-100k-f32-w100.log` |
| storage-100k-tq-w75-g50-final15 | storage | Succeeded | 14 | `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/local-cache-evict-100k/storage-100k-tq-w75-g50-final15.log` |
| evict-100k-f32-before-latency | raw | Succeeded | 14 | `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/local-cache-evict-100k/evict-100k-f32-before-latency.log` |
| latency-100k-f32-w100-cache-evict | latency | Succeeded | 1673 | `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/local-cache-evict-100k/latency-100k-f32-w100-cache-evict.log` |
| evict-100k-tq-before-latency | raw | Succeeded | 33 | `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/local-cache-evict-100k/evict-100k-tq-before-latency.log` |
| latency-100k-tq-w75-g50-final15-cache-evict | latency | Succeeded | 1785 | `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/local-cache-evict-100k/latency-100k-tq-w75-g50-final15-cache-evict.log` |
| recall-100k-f32-w100 | recall | Succeeded | 7046 | `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/local-cache-evict-100k/recall-100k-f32-w100.log` |
| recall-100k-tq-w75-g50-final15 | recall | Succeeded | 1578 | `reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/local-cache-evict-100k/recall-100k-tq-w75-g50-final15.log` |

## Parsed Results

| Step | Kind | Metric | Values |
| storage-100k-tq-w75-g50-final15 | storage | storage_index | `access method=btree`, `index=task124_phase6_tq_100k_corpus_pkey`, `per row=22.6 B`, `per_row_bytes=22.6`, `prefix=task124_phase6_tq_100k`, `profile=<unknown>`, `quant=turboquant`, `reloptions={}`, `size=2.2 MiB`, `size_bytes=2306867`, `storage_format=turboquant`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818` |
| latency-100k-f32-w100-cache-evict | latency | latency | `cache_state=local_macos_relation_f_nocache`, `count=100`, `hwm_peak_kb=0`, `max=22.1 ms`, `mean=6.39 ms`, `memory_samples=0`, `min=4.53 ms`, `nprobe=32`, `p50=5.74 ms`, `p95=9.53 ms`, `p99=13.8 ms`, `prefix=task124_phase6_f32_100k`, `profile=ec_ivf`, `rss_peak_kb=0`, `stddev=2.19 ms`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818` |
| latency-100k-f32-w100-cache-evict | latency | latency | `cache_state=local_macos_relation_f_nocache`, `count=100`, `hwm_peak_kb=0`, `max=11.8 ms`, `mean=9.20 ms`, `memory_samples=0`, `min=8.86 ms`, `nprobe=64`, `p50=9.01 ms`, `p95=11.5 ms`, `p99=11.8 ms`, `prefix=task124_phase6_f32_100k`, `profile=ec_ivf`, `rss_peak_kb=0`, `stddev=0.64 ms`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818` |
| latency-100k-f32-w100-cache-evict | latency | block_kernel_counters | `cache_state=local_macos_relation_f_nocache`, `candidates=5203809`, `command=latency`, `elapsed_ms=340.846455`, `elapsed_nanos=340846455`, `flushes=21778`, `isa=neon`, `kernel_candidates=5203809`, `kernel_elapsed_ms=340.846455`, `kernel_elapsed_nanos=340846455`, `kernel_flushes=21778`, `label=nprobe=32`, `prefix=task124_phase6_f32_100k`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=140`, `width_8_15=142`, `width_ge32=21443`, `width_lt8=53` |
| latency-100k-f32-w100-cache-evict | latency | block_kernel_counters | `cache_state=local_macos_relation_f_nocache`, `candidates=10000000`, `command=latency`, `elapsed_ms=656.303123`, `elapsed_nanos=656303123`, `flushes=42000`, `isa=neon`, `kernel_candidates=10000000`, `kernel_elapsed_ms=656.303123`, `kernel_elapsed_nanos=656303123`, `kernel_flushes=42000`, `label=nprobe=64`, `prefix=task124_phase6_f32_100k`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=300`, `width_8_15=200`, `width_ge32=41300`, `width_lt8=200` |
| latency-100k-tq-w75-g50-final15-cache-evict | latency | latency | `cache_state=local_macos_relation_f_nocache`, `count=100`, `hwm_peak_kb=0`, `max=17.9 ms`, `mean=7.37 ms`, `memory_samples=0`, `min=4.30 ms`, `nprobe=32`, `p50=6.76 ms`, `p95=10.9 ms`, `p99=14.3 ms`, `prefix=task124_phase6_tq_100k`, `profile=ec_ivf`, `quant=turboquant`, `rss_peak_kb=0`, `stddev=2.14 ms`, `storage_format=turboquant`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818` |
| latency-100k-tq-w75-g50-final15-cache-evict | latency | latency | `cache_state=local_macos_relation_f_nocache`, `count=100`, `hwm_peak_kb=0`, `max=15.3 ms`, `mean=9.44 ms`, `memory_samples=0`, `min=8.96 ms`, `nprobe=64`, `p50=9.24 ms`, `p95=9.98 ms`, `p99=12.8 ms`, `prefix=task124_phase6_tq_100k`, `profile=ec_ivf`, `quant=turboquant`, `rss_peak_kb=0`, `stddev=0.80 ms`, `storage_format=turboquant`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818` |
| latency-100k-tq-w75-g50-final15-cache-evict | latency | block_kernel_counters | `cache_state=local_macos_relation_f_nocache`, `candidates=5203809`, `command=latency`, `elapsed_ms=335.445645`, `elapsed_nanos=335445645`, `flushes=21778`, `isa=neon`, `kernel_candidates=5203809`, `kernel_elapsed_ms=335.445645`, `kernel_elapsed_nanos=335445645`, `kernel_flushes=21778`, `label=nprobe=32`, `prefix=task124_phase6_tq_100k`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `storage_format=turboquant`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=140`, `width_8_15=142`, `width_ge32=21443`, `width_lt8=53` |
| latency-100k-tq-w75-g50-final15-cache-evict | latency | block_kernel_counters | `cache_state=local_macos_relation_f_nocache`, `candidates=7500`, `command=latency`, `elapsed_ms=1.884499`, `elapsed_nanos=1884499`, `flushes=100`, `isa=neon`, `kernel_candidates=7500`, `kernel_elapsed_ms=1.884499`, `kernel_elapsed_nanos=1884499`, `kernel_flushes=100`, `label=nprobe=32`, `prefix=task124_phase6_tq_100k`, `profile=ec_ivf`, `quant=turboquant`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `storage_format=turboquant`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
| latency-100k-tq-w75-g50-final15-cache-evict | latency | block_kernel_counters | `cache_state=local_macos_relation_f_nocache`, `candidates=10000000`, `command=latency`, `elapsed_ms=655.978013`, `elapsed_nanos=655978013`, `flushes=42000`, `isa=neon`, `kernel_candidates=10000000`, `kernel_elapsed_ms=655.978013`, `kernel_elapsed_nanos=655978013`, `kernel_flushes=42000`, `label=nprobe=64`, `prefix=task124_phase6_tq_100k`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `storage_format=turboquant`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=300`, `width_8_15=200`, `width_ge32=41300`, `width_lt8=200` |
| latency-100k-tq-w75-g50-final15-cache-evict | latency | block_kernel_counters | `cache_state=local_macos_relation_f_nocache`, `candidates=7500`, `command=latency`, `elapsed_ms=1.872458`, `elapsed_nanos=1872458`, `flushes=100`, `isa=neon`, `kernel_candidates=7500`, `kernel_elapsed_ms=1.872458`, `kernel_elapsed_nanos=1872458`, `kernel_flushes=100`, `label=nprobe=64`, `prefix=task124_phase6_tq_100k`, `profile=ec_ivf`, `quant=turboquant`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `storage_format=turboquant`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
| recall-100k-f32-w100 | recall | recall | `mean q-time=5.46 ms`, `ndcg@k=0.9969`, `nprobe=32`, `prefix=task124_phase6_f32_100k`, `profile=ec_ivf`, `queries=100`, `recall@k=0.9730`, `recall_ci95_high=0.9814`, `recall_ci95_low=0.9610`, `recall_p10=0.9000`, `recall_p50=1.0000`, `recall_p90=1.0000`, `recall_trials=1000`, `recall_worst=0.7000`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818` |
| recall-100k-f32-w100 | recall | recall | `mean q-time=9.43 ms`, `ndcg@k=1.0000`, `nprobe=64`, `prefix=task124_phase6_f32_100k`, `profile=ec_ivf`, `queries=100`, `recall@k=1.0000`, `recall_ci95_high=1.0000`, `recall_ci95_low=0.9962`, `recall_p10=1.0000`, `recall_p50=1.0000`, `recall_p90=1.0000`, `recall_trials=1000`, `recall_worst=1.0000`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818` |
| recall-100k-tq-w75-g50-final15 | recall | recall | `mean q-time=5.41 ms`, `ndcg@k=0.9969`, `nprobe=32`, `prefix=task124_phase6_tq_100k`, `profile=ec_ivf`, `quant=turboquant`, `queries=100`, `recall@k=0.9730`, `recall_ci95_high=0.9814`, `recall_ci95_low=0.9610`, `recall_p10=0.9000`, `recall_p50=1.0000`, `recall_p90=1.0000`, `recall_trials=1000`, `recall_worst=0.7000`, `storage_format=turboquant`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818` |
| recall-100k-tq-w75-g50-final15 | recall | recall | `mean q-time=9.46 ms`, `ndcg@k=1.0000`, `nprobe=64`, `prefix=task124_phase6_tq_100k`, `profile=ec_ivf`, `quant=turboquant`, `queries=100`, `recall@k=1.0000`, `recall_ci95_high=1.0000`, `recall_ci95_low=0.9962`, `recall_p10=1.0000`, `recall_p50=1.0000`, `recall_p90=1.0000`, `recall_trials=1000`, `recall_worst=1.0000`, `storage_format=turboquant`, `suite_database=tqvector_bench`, `suite_host=/Users/peter/.pgrx`, `suite_port=28818` |
wrote reviews/task-124/015-tq-phase6-local-cache-evict/artifacts/report-results-r2.jsonl
