10	[-0.022611,-0.028039,-0.012523,-0.012224,-0.108649,0.059816,0.217783,-0.173315,-0.013057,-0.035332,0.148088,0.091522,0.009251,-0.099058,-0.040549,0.064764,-0.044988,-0.007035,-0.142354,0.047218,-0.072304,0.160002,-0.088591,0.007109,-0.246860,0.197413,0.093691,0.146498,0.019278,0.025929,-0.148696,0.168849,0.025880,-0.105506,-0.137206,-0.065957,0.007826,0.040941,-0.076473,0.102218,0.088478,0.054333,0.157246,0.007669,-0.122656,0.413316,-0.071416,-0.025387,-0.201211,-0.295012,-0.117658,-0.099391,-0.068754,-0.082135,-0.225659,-0.102579,0.017803,0.143329,-0.055211,-0.016640,-0.003664,-0.105945,0.122942,-0.241002]
11	[-0.190665,-0.113875,0.075998,-0.004840,-0.045732,0.133176,0.160621,-0.149033,0.024090,0.123887,0.234831,-0.291656,0.012663,-0.077631,-0.032849,0.158111,-0.164695,0.099989,-0.060610,-0.068469,-0.134925,0.114894,0.089970,0.164822,-0.257616,0.024712,-0.042693,-0.154088,-0.110423,-0.059020,0.022435,-0.020037,-0.117381,0.142132,-0.072435,0.125061,-0.004432,-0.184927,-0.111539,-0.229518,-0.171207,0.085471,0.097214,0.151889,-0.100064,-0.275205,0.013326,-0.052166,-0.093974,-0.108632,0.011302,0.016359,-0.192941,-0.085462,0.096478,0.192366,-0.073581,0.030134,-0.061136,0.085208,-0.046919,-0.143351,-0.020540,-0.054884]
12	[-0.031360,0.044699,0.114740,0.011472,-0.071251,0.118890,0.013193,0.069063,0.067227,-0.032499,-0.135752,-0.066002,0.279949,-0.026729,-0.118432,-0.060139,0.100979,0.135279,0.026755,0.024599,0.144085,0.059456,0.072005,0.181241,-0.234159,-0.142138,-0.235200,0.068629,0.209709,-0.042287,0.023190,-0.084527,0.429049,-0.120524,0.066468,-0.074482,0.052152,-0.039853,0.092222,0.000645,0.043886,-0.082472,-0.068649,-0.284571,-0.162231,-0.181641,-0.281274,-0.017338,0.090538,-0.125716,0.053688,-0.018946,0.023231,-0.005897,0.007335,-0.040496,0.050491,0.202575,-0.049334,-0.048564,-0.003962,-0.024506,-0.043985,0.137269]
13	[0.015618,-0.064321,0.194071,0.177279,0.136692,-0.042056,0.150340,0.013700,-0.032818,0.263024,-0.091410,-0.246531,-0.226527,0.084937,0.082875,-0.031762,0.043792,0.011190,0.082945,-0.047078,-0.090301,0.046683,-0.296360,0.118686,0.100964,-0.158061,-0.069719,0.005117,-0.053957,-0.087487,0.265971,0.126648,-0.000533,0.043252,0.100115,0.072588,-0.033589,0.104310,-0.089055,0.041786,0.063557,0.115797,-0.099115,-0.046624,-0.033732,-0.019983,0.121633,0.032489,0.185874,0.004212,-0.110670,-0.011031,0.035540,0.032591,0.096977,0.325898,-0.169769,-0.183665,0.038873,0.291315,-0.127407,-0.029967,-0.001150,0.008331]
14	[0.026387,-0.030388,0.074779,-0.192713,-0.176644,0.272377,-0.031603,-0.088545,0.047961,0.007329,-0.255431,-0.175469,0.032927,-0.071151,-0.099289,0.163384,0.036977,-0.014437,0.063981,-0.150247,-0.015289,0.064499,-0.091611,-0.057283,0.029256,-0.003955,0.096394,0.383369,0.135596,0.134041,-0.148725,0.054944,-0.015948,-0.079818,-0.102575,-0.242764,-0.037758,-0.244017,0.117882,0.038305,-0.056567,-0.007954,-0.147368,0.093446,0.128202,0.043139,-0.087878,-0.083706,0.015264,0.087736,-0.066167,-0.069545,-0.118068,-0.098311,0.353668,-0.038306,-0.010142,-0.104314,0.143863,-0.040183,-0.032508,0.082196,0.091106,-0.039151]
15	[0.030531,-0.113264,-0.014995,-0.010822,-0.010393,-0.087045,0.085297,0.006516,0.075685,-0.031896,-0.059247,0.173218,0.086795,0.061725,0.146878,0.231851,-0.095321,0.277742,-0.052418,-0.140638,-0.106191,0.033229,0.082627,-0.202311,-0.003415,-0.074213,0.000963,0.087792,0.120876,0.014217,-0.265984,0.171762,0.050675,0.009468,-0.027497,0.061743,0.086484,-0.090987,-0.155920,-0.066673,-0.195095,0.098114,-0.171008,-0.007806,-0.214100,-0.264689,0.023724,0.218674,-0.190310,0.017021,-0.121460,0.076538,-0.181228,-0.121840,0.173666,0.064176,-0.196656,-0.171642,-0.096261,0.033344,-0.018071,0.100806,0.117643,-0.108816]
16	[0.080844,0.032667,0.118858,0.242716,-0.033791,0.012635,-0.053481,-0.218502,-0.237081,-0.014006,-0.022592,0.013389,0.028185,0.117194,-0.012148,0.103794,0.200511,-0.104873,0.118111,0.122340,0.005429,0.089504,0.062835,-0.110195,-0.212280,0.086604,-0.254600,-0.137338,-0.133138,0.232481,-0.046928,-0.174262,0.064373,-0.008503,-0.070167,0.013737,-0.021276,0.061568,0.012341,0.027321,0.154195,-0.036536,-0.103681,0.241153,-0.166752,-0.035238,-0.039843,0.145618,-0.064818,0.066073,0.005620,-0.011704,0.007052,-0.016497,-0.096674,-0.059455,-0.156055,-0.107839,-0.119370,-0.102566,0.299241,-0.098559,0.255883,0.179778]
17	[-0.064731,-0.045205,-0.010790,-0.039340,-0.186051,0.231346,-0.005179,-0.138083,0.050490,0.006481,0.162670,0.073737,-0.063302,-0.050874,0.056373,0.121548,0.111690,-0.170454,0.075303,-0.035693,-0.046994,0.000239,0.028378,0.083303,-0.215176,-0.043089,-0.181572,-0.096987,-0.272559,0.079756,0.084008,0.044244,0.067334,0.097775,0.102815,-0.166450,0.017588,0.048303,-0.173069,-0.034933,0.097812,-0.255994,0.184657,-0.045812,-0.004821,0.040162,0.084116,0.066039,-0.118482,-0.183500,-0.115543,0.266389,-0.020712,-0.203173,-0.190695,-0.158912,0.148791,-0.102823,-0.176935,0.010298,0.041902,-0.269245,0.028526,-0.046061]
18	[0.018011,-0.260521,0.136026,0.009167,-0.132563,-0.085941,-0.206059,0.038858,-0.071560,0.055178,-0.031679,-0.186058,0.062354,-0.023008,-0.005323,-0.139896,-0.212668,0.033508,-0.059589,0.217335,0.146534,-0.224156,-0.047305,-0.067054,0.071931,-0.075662,0.190896,0.186870,0.231062,0.097325,-0.073679,0.256167,0.086734,0.016372,0.170859,0.022006,0.024864,-0.193115,-0.000694,0.001666,-0.010342,0.174568,-0.047052,-0.049570,0.129842,0.033448,0.029574,0.067263,-0.260676,0.038477,0.281891,0.019611,0.046953,-0.060305,0.145743,-0.040957,-0.000311,-0.199328,-0.058958,-0.043550,0.108617,0.107023,0.021983,0.061929]
19	[-0.091451,0.085424,0.214725,0.043664,0.033469,-0.081772,-0.036247,0.009259,0.086645,0.070394,-0.116116,-0.077171,-0.083980,-0.020427,-0.086378,0.007096,-0.176178,-0.082588,0.072062,-0.026076,0.061934,-0.015168,-0.350460,0.085321,0.209921,0.215715,-0.057184,-0.074854,-0.145240,0.031760,-0.126095,0.232516,0.144390,0.240472,-0.075491,0.145211,-0.096283,-0.048797,-0.016488,0.007262,-0.039776,0.019276,-0.106066,-0.330251,0.076480,-0.104070,0.025049,-0.033983,0.027183,-0.055771,0.234620,0.027584,-0.005820,0.151693,-0.002139,-0.085360,-0.043530,0.216268,-0.225966,-0.027989,-0.152615,0.102790,0.035583,-0.164323]
20	[-0.108102,-0.085312,-0.069117,0.129514,0.031761,0.182805,-0.084900,0.068060,-0.196552,0.109285,0.203241,-0.043699,0.127890,0.084711,-0.065313,-0.149867,-0.058350,0.175034,0.018447,0.013682,0.003691,-0.037739,0.123975,-0.127424,-0.050454,0.176189,-0.098223,-0.129052,-0.068893,0.046414,0.073097,-0.115026,-0.201295,0.001417,0.029617,0.018899,0.042554,0.058716,0.182441,0.253211,-0.002359,0.066704,-0.214096,-0.219599,-0.034281,-0.004125,0.057215,-0.197398,0.062395,-0.073193,0.160731,0.000842,-0.287875,0.166082,-0.015060,-0.218029,-0.265220,-0.008483,0.040746,-0.078690,-0.125761,0.065490,-0.039884,-0.191210]
21	[-0.020394,0.042679,-0.001339,0.142762,0.037686,-0.130408,0.059182,0.029935,-0.133734,-0.027099,-0.318077,0.056254,0.064605,-0.147321,-0.110051,-0.039924,-0.012131,0.111031,0.252644,-0.000603,0.091144,0.156599,0.187057,0.103608,-0.026290,0.025081,0.062859,0.297684,0.009090,-0.122317,-0.085493,-0.036843,0.059374,-0.138812,0.004779,0.187788,0.025344,0.121806,0.272873,0.027447,0.159096,-0.033899,-0.019517,0.025619,0.155275,0.152994,-0.121520,0.093141,-0.093450,0.025934,0.051815,0.210309,0.038527,-0.014790,0.244757,-0.033909,0.017622,-0.016937,0.245843,0.283938,0.102813,0.006511,0.031194,0.002054]
22	[-0.091399,0.026136,-0.007165,-0.034234,0.149768,-0.037827,0.076666,0.100574,0.142340,0.038839,-0.221092,0.218618,0.065350,0.141616,0.015129,-0.044544,-0.038409,0.049384,-0.187041,0.267487,0.117832,-0.135728,0.011034,-0.038043,0.017656,-0.193418,-0.123535,0.016638,0.264101,-0.045185,0.155777,0.116494,-0.073475,0.147011,0.068382,-0.023252,-0.008506,0.385255,-0.015464,0.025697,0.163226,-0.086330,-0.094064,0.205105,-0.208537,0.142173,-0.100905,-0.029225,0.074075,0.039451,-0.172442,0.051271,0.030529,0.055681,0.057807,0.079858,-0.070129,0.051921,0.114125,0.163876,-0.166482,0.014079,0.068376,0.151915]
23	[0.099675,0.189671,-0.088057,-0.084801,0.169499,-0.129423,0.047366,0.032441,-0.021023,0.312892,0.111391,0.005160,0.163374,-0.075041,-0.027538,0.039801,-0.073706,0.026414,-0.079663,0.130797,-0.064573,0.052307,0.036364,-0.060965,-0.229557,0.122814,-0.089125,0.120283,-0.136869,0.154245,-0.007382,0.066798,-0.028402,-0.073765,0.006253,0.127167,-0.272846,0.128329,-0.046569,-0.247765,0.049865,0.246475,0.049166,0.124557,0.026820,-0.007863,-0.171705,-0.009806,0.080146,0.314417,0.079971,-0.080937,-0.038656,0.116947,0.022691,-0.055838,-0.033418,0.059543,0.091365,0.052075,0.082575,-0.222425,-0.105768,0.239744]
24	[-0.038721,-0.104469,0.052925,0.071671,-0.039666,-0.140953,-0.065829,0.043905,0.168134,-0.281579,0.098250,-0.170971,-0.095016,0.009585,0.002908,0.048987,-0.140292,-0.058578,-0.110841,-0.076334,0.019613,-0.010306,-0.186899,0.011241,-0.057333,-0.067325,-0.015608,0.205552,-0.216502,0.163281,-0.212120,-0.070195,0.005567,-0.073731,-0.092432,-0.059356,0.098858,-0.218531,0.214389,-0.134917,-0.052556,-0.136760,0.023395,0.064147,0.054212,-0.009993,-0.253388,-0.064840,0.128039,-0.103532,0.346357,0.206476,-0.165618,-0.032668,0.065368,0.056469,0.085182,0.055116,-0.028547,0.040414,0.017870,-0.006480,0.154863,0.209467]
25	[0.054991,-0.211179,0.099632,0.001592,-0.062044,0.093558,-0.051962,0.029058,0.043678,-0.150845,-0.159595,-0.110714,0.137633,-0.059604,-0.016959,0.004404,0.063276,-0.154174,0.010678,-0.039788,-0.121913,0.004713,0.028045,-0.196920,0.009463,-0.131173,0.020313,-0.021179,-0.044285,0.006332,0.043463,0.072668,0.029283,0.066216,-0.042526,0.182902,0.134697,-0.121445,-0.204687,-0.041877,0.162827,-0.001664,-0.182625,-0.113770,-0.144987,-0.063362,0.328989,0.041496,-0.001327,0.038178,0.241896,-0.091712,0.113031,0.431592,0.058620,0.081865,-0.149851,-0.109896,-0.041044,-0.065547,0.249380,-0.077860,-0.070524,-0.117067]
26	[0.127556,-0.018593,-0.028628,-0.080864,0.091706,-0.078500,-0.007334,-0.115528,-0.123240,0.175396,0.015463,-0.012300,-0.001420,0.036891,0.046748,0.261585,-0.000049,-0.151622,0.059220,-0.115438,0.245461,0.304063,-0.161577,0.117217,-0.070793,0.016533,0.119737,0.109775,-0.037904,-0.034709,0.228103,-0.181460,0.044530,0.021260,0.098639,0.049272,-0.036362,0.140250,0.033165,-0.017960,0.163148,-0.042790,-0.069212,0.188765,0.006523,-0.226847,-0.099088,-0.022201,0.063661,0.054461,0.140745,0.050810,0.090073,0.231316,-0.107205,-0.294571,-0.156891,-0.032129,0.103994,-0.160441,0.197843,0.037339,-0.014802,-0.134699]
27	[-0.079599,-0.023342,-0.082518,-0.126123,0.013286,-0.355515,-0.037978,-0.060703,-0.116882,-0.078061,-0.208119,0.085107,-0.086793,0.190812,-0.221845,0.026503,-0.297743,0.041992,0.017289,0.073951,-0.221706,0.028021,0.193092,-0.119936,-0.014880,0.033644,0.083339,0.116302,-0.032460,-0.030240,-0.090508,-0.260073,-0.028742,0.018409,0.186000,0.084902,0.116101,-0.068136,0.038784,0.156954,-0.082994,0.015556,0.009877,-0.067485,-0.110533,0.046860,-0.010635,0.099456,-0.106973,-0.203547,-0.136090,0.094316,-0.050503,0.058420,-0.150188,0.082359,0.070206,-0.083845,0.208449,0.111340,0.178360,-0.121599,0.007218,0.153768]
28	[-0.095324,-0.101998,-0.167787,-0.192995,-0.013522,-0.226012,-0.194872,0.171972,0.175037,0.058595,0.043574,0.038604,-0.165931,0.066211,0.130250,0.132294,-0.316324,0.202920,-0.143461,0.068970,0.159296,0.333412,-0.178335,-0.198121,-0.043347,0.022566,0.105269,0.122592,0.081423,0.061927,0.014538,0.133484,0.057891,0.031460,0.223476,-0.158085,0.008364,0.042340,-0.048890,-0.052571,0.054517,-0.033076,0.015375,-0.057065,-0.022709,-0.006412,0.151118,0.032264,-0.036495,-0.144827,-0.029039,0.075607,-0.066353,-0.155825,-0.178431,-0.038250,-0.088414,0.011727,-0.082704,0.054309,0.173350,-0.040327,-0.051693,-0.007955]
29	[-0.240777,-0.141830,-0.012395,-0.149310,-0.055600,-0.201389,0.071121,-0.084527,-0.164717,0.175046,-0.007014,-0.050052,-0.157138,-0.194557,0.136520,0.028506,0.116832,-0.099411,0.015326,0.023182,0.068942,0.020038,0.072484,0.216792,0.098432,-0.123645,0.091921,0.022725,-0.087933,-0.093777,-0.088133,0.001672,-0.022380,-0.039373,0.063834,0.379286,-0.175682,-0.040909,0.026021,-0.098413,0.194134,0.038344,0.240494,0.002183,0.206290,-0.020525,0.102823,0.143397,-0.016962,0.113830,0.111520,0.054771,-0.034921,0.263619,0.060056,-0.054010,0.142141,-0.000279,-0.046309,-0.233758,-0.041911,0.063685,-0.073596,-0.056589]
30	[-0.000184,0.010319,-0.296196,0.239640,0.236780,-0.083688,-0.037036,0.133033,0.018623,-0.033692,-0.006772,-0.031619,-0.086304,0.224023,0.188102,-0.070322,-0.075491,0.101301,-0.146690,0.225773,-0.038920,0.156835,0.001547,-0.000928,0.123368,-0.007082,0.036018,-0.145009,-0.081436,0.155662,0.373347,-0.191881,-0.053369,0.019107,-0.097578,-0.145530,-0.181108,0.021073,-0.194306,0.089479,0.077802,0.084332,-0.010594,0.236898,0.010892,0.008533,-0.159777,-0.076243,-0.011464,0.030098,-0.029496,-0.032604,-0.026072,0.011589,-0.129694,-0.046161,-0.047729,0.160022,0.098415,-0.052163,0.096398,-0.059944,-0.113018,-0.101681]
31	[0.045573,-0.158850,-0.180708,-0.089970,0.064159,0.149910,0.041447,-0.239717,-0.118345,0.110236,-0.050463,0.052620,-0.107459,-0.190405,0.150533,-0.157773,0.053602,0.011010,0.003833,-0.105190,-0.073340,-0.129713,-0.103358,-0.255544,0.022486,-0.040716,-0.143265,-0.026431,-0.174537,0.067810,-0.182204,0.014413,0.084939,-0.048075,0.227523,0.195631,-0.064779,-0.180784,-0.172860,-0.039745,0.193997,-0.046652,-0.165882,0.127532,-0.004787,-0.091437,-0.041372,0.133640,0.112457,-0.062038,-0.243655,-0.227725,-0.121693,-0.053459,-0.031511,0.009507,-0.083552,0.082333,0.083158,0.172571,-0.103099,0.137010,0.096833,-0.008144]
32	[0.103144,-0.074330,0.017082,0.051706,-0.201550,0.174233,-0.113315,-0.208096,-0.148691,0.035770,-0.059583,-0.234394,-0.198490,0.011001,-0.247068,0.077168,-0.084942,0.007902,0.084520,0.258508,-0.060306,0.232836,0.048877,0.068302,-0.194414,-0.081780,0.017581,0.111276,0.262417,-0.114852,0.044534,-0.086161,0.051728,-0.075439,-0.128475,-0.004220,0.082926,-0.219203,0.043442,0.161913,-0.054003,-0.120151,-0.019792,0.060536,-0.007841,0.114927,0.133003,0.023028,-0.123373,0.076190,0.029740,0.214062,-0.161893,0.093765,-0.052718,0.178971,0.088617,0.061479,-0.030076,0.116297,0.010641,0.037413,0.026079,0.209633]
33	[0.328937,-0.059890,-0.019168,-0.208381,0.070165,-0.065952,0.147858,-0.049474,-0.006193,0.055993,-0.100462,0.104076,-0.062883,0.069457,0.127101,-0.093875,-0.154035,0.065747,-0.116206,-0.032656,-0.127493,0.075411,0.168135,-0.034773,-0.094787,0.134287,0.053497,-0.098881,-0.007427,-0.046310,-0.000246,-0.032148,0.038204,-0.148486,0.184493,-0.115615,-0.014647,0.176797,-0.002909,0.012606,-0.029501,-0.047430,-0.039243,0.139962,-0.085623,-0.021088,0.095729,0.134685,-0.166793,0.124548,0.154132,0.164969,-0.096436,-0.182375,-0.156413,-0.191227,0.021206,0.261631,-0.082614,0.309379,-0.261211,0.023723,0.000606,0.126705]
34	[-0.087717,-0.011951,0.228902,-0.174555,0.032994,-0.218746,-0.017367,-0.060472,-0.092389,0.019508,0.198454,-0.102862,-0.088900,0.012825,0.000153,-0.184173,-0.117338,0.105076,-0.000481,0.059209,0.029428,0.240298,0.348517,-0.125555,-0.156367,-0.174259,-0.136532,0.153560,-0.108272,0.039888,0.084162,-0.146039,0.087726,-0.027896,-0.129649,0.030831,0.081354,-0.134498,0.135951,0.029320,-0.010581,-0.022299,0.131813,0.040121,0.098714,0.045112,-0.020290,-0.003798,-0.252696,-0.066485,-0.018455,0.040444,-0.004167,-0.049466,-0.185062,-0.133241,0.068374,-0.169874,-0.091376,-0.185919,-0.066556,0.212240,0.108616,-0.167616]
35	[0.027757,0.148136,0.081761,-0.164775,-0.082677,-0.080924,0.269760,0.186818,0.097574,0.127233,0.005500,-0.010099,0.216395,0.021543,-0.146553,0.044898,0.134260,-0.106696,-0.018884,-0.003573,0.000189,0.106003,-0.045569,-0.048669,-0.010019,-0.023596,-0.270369,-0.028854,-0.057160,-0.022091,0.070804,-0.026673,-0.045864,-0.217957,-0.048565,-0.014761,-0.194552,0.078530,-0.118767,0.074363,-0.167034,0.035980,0.006215,-0.235141,0.170110,0.215512,0.201008,0.045643,0.091135,-0.094641,-0.123930,0.026895,0.297159,-0.045646,0.075853,-0.117534,0.203353,-0.060072,-0.033117,-0.083922,-0.028347,0.233720,-0.144974,0.071820]
36	[0.018435,-0.090471,0.237205,-0.078967,0.115302,-0.049715,0.008056,-0.028084,-0.002746,0.106053,-0.050822,0.239203,0.057380,-0.026271,0.067582,-0.027832,0.126737,0.037601,-0.165927,-0.165301,0.038697,-0.237826,0.171651,0.090630,-0.050748,-0.062502,0.180240,-0.024459,0.096021,-0.042910,-0.122374,0.024170,-0.139779,0.028680,0.164350,0.326825,0.067606,0.247914,0.264103,0.055467,-0.018349,0.139814,-0.252638,-0.232987,0.017816,0.089480,-0.024159,0.143386,0.149363,-0.173758,0.022242,-0.067369,-0.060035,-0.089463,-0.055673,0.015882,0.095764,-0.043098,-0.101680,-0.100638,-0.010153,0.118948,0.016744,-0.136711]
37	[0.029454,0.245265,0.080557,-0.063664,-0.026494,-0.008326,-0.030098,-0.015478,0.072017,0.058311,-0.094801,-0.142095,-0.049471,-0.035238,0.034600,0.149924,0.016814,-0.072960,0.039411,0.199405,-0.028466,-0.050668,-0.051491,-0.070851,0.133092,-0.018876,0.051873,0.075289,-0.195707,0.054806,0.314648,0.350602,0.001741,0.018449,0.120085,0.208902,-0.069198,0.120573,0.010501,0.187165,-0.239065,0.214866,0.093191,-0.012604,0.081590,-0.006288,0.013934,-0.003424,-0.177049,0.128000,0.077544,-0.191348,0.067307,0.083057,0.002216,-0.013208,-0.270871,0.033956,0.170580,0.120969,0.226299,-0.063915,0.044013,0.066110]
38	[-0.238752,0.026622,-0.094356,0.161515,-0.144424,-0.158171,-0.208340,0.108768,0.027015,0.012264,-0.025406,-0.008901,-0.102697,-0.126083,0.108294,0.079360,0.148089,-0.231818,0.065277,-0.038288,-0.145064,0.176226,-0.071091,0.099084,-0.157150,-0.002286,-0.115980,-0.152663,-0.013635,-0.094763,-0.034887,0.116637,0.078044,-0.049275,-0.097303,0.004443,-0.105277,-0.033932,0.095249,0.156916,0.114166,0.263060,-0.080192,0.016660,-0.097234,-0.107799,0.056332,-0.259653,0.012781,0.023035,0.258047,0.210257,0.063793,-0.059256,0.200272,0.249832,0.038901,0.041557,0.044918,-0.195577,0.015921,0.016621,-0.002045,0.126936]
