# Suite Report: task111h-100k-rabitq8-score-clip-ab

- config: `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/task111h-100k-rabitq8-score-clip-ab-suite.json`
- config_sha256: `a2ba3d9fa3d664a4577c217667278b678d2b69e82dc4cae1f452bfac8df2dfd2`
- dry_run: `false`
- steps: completed 4, failed 0, skipped 21, dry-run 0, missing artifacts 0, stale 0

| Step | Kind | Status | Duration ms | Artifacts |
| --- | --- | --- | ---: | --- |
| precheck-host-rabitq8-score-clip-ab | raw | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/precheck-host.log` |
| load-100k-index-rabitq8-est-c2-w64 | load | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/load-100k-index-rabitq8-est-c2-w64.log` |
| recall-100k-index-rabitq8-est-c2-w64 | recall | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/recall-100k-index-rabitq8-est-c2-w64.log` |
| latency-100k-index-rabitq8-est-c2-w64 | latency | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/latency-100k-index-rabitq8-est-c2-w64.log` |
| storage-100k-index-rabitq8-est-c2-w64 | storage | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/storage-100k-index-rabitq8-est-c2-w64.log` |
| load-100k-index-rabitq8-ls-c2-w64 | load | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/load-100k-index-rabitq8-ls-c2-w64.log` |
| recall-100k-index-rabitq8-ls-c2-w64 | recall | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/recall-100k-index-rabitq8-ls-c2-w64.log` |
| latency-100k-index-rabitq8-ls-c2-w64 | latency | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/latency-100k-index-rabitq8-ls-c2-w64.log` |
| storage-100k-index-rabitq8-ls-c2-w64 | storage | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/storage-100k-index-rabitq8-ls-c2-w64.log` |
| load-100k-index-rabitq8-est-c3-w64 | load | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/load-100k-index-rabitq8-est-c3-w64.log` |
| recall-100k-index-rabitq8-est-c3-w64 | recall | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/recall-100k-index-rabitq8-est-c3-w64.log` |
| latency-100k-index-rabitq8-est-c3-w64 | latency | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/latency-100k-index-rabitq8-est-c3-w64.log` |
| storage-100k-index-rabitq8-est-c3-w64 | storage | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/storage-100k-index-rabitq8-est-c3-w64.log` |
| load-100k-index-rabitq8-ls-c3-w64 | load | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/load-100k-index-rabitq8-ls-c3-w64.log` |
| recall-100k-index-rabitq8-ls-c3-w64 | recall | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/recall-100k-index-rabitq8-ls-c3-w64.log` |
| latency-100k-index-rabitq8-ls-c3-w64 | latency | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/latency-100k-index-rabitq8-ls-c3-w64.log` |
| storage-100k-index-rabitq8-ls-c3-w64 | storage | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/storage-100k-index-rabitq8-ls-c3-w64.log` |
| load-100k-index-rabitq8-est-c4-w64 | load | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/load-100k-index-rabitq8-est-c4-w64.log` |
| recall-100k-index-rabitq8-est-c4-w64 | recall | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/recall-100k-index-rabitq8-est-c4-w64.log` |
| latency-100k-index-rabitq8-est-c4-w64 | latency | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/latency-100k-index-rabitq8-est-c4-w64.log` |
| storage-100k-index-rabitq8-est-c4-w64 | storage | Skipped | - | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/storage-100k-index-rabitq8-est-c4-w64.log` |
| load-100k-index-rabitq8-ls-c4-w64 | load | Succeeded | 89034 | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/load-100k-index-rabitq8-ls-c4-w64.log` |
| recall-100k-index-rabitq8-ls-c4-w64 | recall | Succeeded | 15720 | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/recall-100k-index-rabitq8-ls-c4-w64.log` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | Succeeded | 9678 | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/latency-100k-index-rabitq8-ls-c4-w64.log` |
| storage-100k-index-rabitq8-ls-c4-w64 | storage | Succeeded | 32 | `reviews/task-111h/036-rabitq8-score-clip-ab/artifacts/suite-cont-ls-c4/storage-100k-index-rabitq8-ls-c4-w64.log` |

## Parsed Results

| Step | Kind | Metric | Values |
| recall-100k-index-rabitq8-ls-c4-w64 | recall | recall | `mean q-time=14.03 ms`, `ndcg@k=0.9998`, `nprobe=200`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `queries=200`, `recall@k=0.9920`, `recall_ci95_high=0.9951`, `recall_ci95_low=0.9870`, `recall_p10=1.0000`, `recall_p50=1.0000`, `recall_p90=1.0000`, `recall_trials=2000`, `recall_worst=0.9000`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | latency | `cache_state=post_recall_warm`, `count=200`, `hwm_peak_kb=139884`, `max=5.44 ms`, `mean=2.82 ms`, `memory_samples=22`, `min=2.11 ms`, `nprobe=8`, `p50=2.76 ms`, `p95=3.47 ms`, `p99=4.48 ms`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `rss_peak_kb=139884`, `stddev=0.44 ms`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | latency | `cache_state=post_recall_warm`, `count=200`, `hwm_peak_kb=153896`, `max=5.87 ms`, `mean=3.20 ms`, `memory_samples=25`, `min=2.29 ms`, `nprobe=16`, `p50=3.16 ms`, `p95=4.02 ms`, `p99=4.40 ms`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `rss_peak_kb=153896`, `stddev=0.42 ms`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | latency | `cache_state=post_recall_warm`, `count=200`, `hwm_peak_kb=158208`, `max=7.36 ms`, `mean=4.30 ms`, `memory_samples=33`, `min=3.36 ms`, `nprobe=32`, `p50=4.25 ms`, `p95=5.00 ms`, `p99=5.46 ms`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `rss_peak_kb=158208`, `stddev=0.43 ms`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | latency | `cache_state=post_recall_warm`, `count=200`, `hwm_peak_kb=160288`, `max=10.6 ms`, `mean=6.54 ms`, `memory_samples=50`, `min=5.10 ms`, `nprobe=64`, `p50=6.48 ms`, `p95=7.42 ms`, `p99=8.34 ms`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `rss_peak_kb=160288`, `stddev=0.63 ms`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | latency | `cache_state=post_recall_warm`, `count=200`, `hwm_peak_kb=161020`, `max=14.7 ms`, `mean=10.4 ms`, `memory_samples=80`, `min=8.75 ms`, `nprobe=128`, `p50=10.3 ms`, `p95=11.9 ms`, `p99=13.4 ms`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `rss_peak_kb=161020`, `stddev=0.85 ms`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | latency | `cache_state=post_recall_warm`, `count=200`, `hwm_peak_kb=163080`, `max=21.8 ms`, `mean=14.7 ms`, `memory_samples=113`, `min=13.1 ms`, `nprobe=200`, `p50=14.5 ms`, `p95=16.0 ms`, `p99=21.5 ms`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `rss_peak_kb=163080`, `stddev=1.26 ms`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=641017`, `command=latency`, `elapsed_ms=50.377301`, `elapsed_nanos=50377301`, `flushes=3347`, `isa=avx2`, `kernel_candidates=641017`, `kernel_elapsed_ms=50.377301`, `kernel_elapsed_nanos=50377301`, `kernel_flushes=3347`, `label=nprobe=8`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=85`, `width_8_15=48`, `width_ge32=3099`, `width_lt8=115` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=1280089`, `command=latency`, `elapsed_ms=97.458182`, `elapsed_nanos=97458182`, `flushes=6636`, `isa=avx2`, `kernel_candidates=1280089`, `kernel_elapsed_ms=97.458182`, `kernel_elapsed_nanos=97458182`, `kernel_flushes=6636`, `label=nprobe=16`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=187`, `width_8_15=111`, `width_ge32=6114`, `width_lt8=224` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=2573143`, `command=latency`, `elapsed_ms=184.123241`, `elapsed_nanos=184123241`, `flushes=13220`, `isa=avx2`, `kernel_candidates=2573143`, `kernel_elapsed_ms=184.123241`, `kernel_elapsed_nanos=184123241`, `kernel_flushes=13220`, `label=nprobe=32`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=369`, `width_8_15=235`, `width_ge32=12246`, `width_lt8=370` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=5216447`, `command=latency`, `elapsed_ms=408.401490`, `elapsed_nanos=408401490`, `flushes=26504`, `isa=avx2`, `kernel_candidates=5216447`, `kernel_elapsed_ms=408.401490`, `kernel_elapsed_nanos=408401490`, `kernel_flushes=26504`, `label=nprobe=64`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=787`, `width_8_15=404`, `width_ge32=24764`, `width_lt8=549` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=10424016`, `command=latency`, `elapsed_ms=777.815916`, `elapsed_nanos=777815916`, `flushes=52707`, `isa=avx2`, `kernel_candidates=10424016`, `kernel_elapsed_ms=777.815916`, `kernel_elapsed_nanos=777815916`, `kernel_flushes=52707`, `label=nprobe=128`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=1836`, `width_8_15=692`, `width_ge32=49413`, `width_lt8=766` |
| latency-100k-index-rabitq8-ls-c4-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=16044225`, `command=latency`, `elapsed_ms=1252.188390`, `elapsed_nanos=1252188390`, `flushes=81264`, `isa=avx2`, `kernel_candidates=16044225`, `kernel_elapsed_ms=1252.188390`, `kernel_elapsed_nanos=1252188390`, `kernel_flushes=81264`, `label=nprobe=200`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=3094`, `width_8_15=1025`, `width_ge32=76260`, `width_lt8=885` |
| storage-100k-index-rabitq8-ls-c4-w64 | storage | storage_field | `field=prefix`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=task111h036_100k_rq8_ls_c4_w64` |
| storage-100k-index-rabitq8-ls-c4-w64 | storage | storage_field | `field=corpus`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=task111h036_100k_rq8_ls_c4_w64_corpus` |
| storage-100k-index-rabitq8-ls-c4-w64 | storage | storage_field | `field=rows`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=100000`, `value_bytes=100000` |
| storage-100k-index-rabitq8-ls-c4-w64 | storage | storage_field | `field=heap`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=7.3 MiB`, `value_bytes=7654605` |
| storage-100k-index-rabitq8-ls-c4-w64 | storage | storage_field | `field=table (heap + toast + fsm/vm)`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=1.6 GiB`, `value_bytes=1717986918` |
| storage-100k-index-rabitq8-ls-c4-w64 | storage | storage_field | `field=indexes`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=185.8 MiB`, `value_bytes=194825421` |
| storage-100k-index-rabitq8-ls-c4-w64 | storage | storage_field | `field=total`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=1.7 GiB`, `value_bytes=1825361101` |
| storage-100k-index-rabitq8-ls-c4-w64 | storage | storage_field | `field=per row (total)`, `prefix=task111h036_100k_rq8_ls_c4_w64`, `suite_database=task111h_rabitq8_score_clip_ab`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=18594.0 B`, `value_bytes=18594` |
