Filename                                                                                                 Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
am/ec_spire/build/routing_plan.rs                                                       284               284     0.00%          26                26     0.00%          228               228     0.00%           0                 0         -
am/ec_spire/build/top_graph.rs                                                          200               200     0.00%          15                15     0.00%          181               181     0.00%           0                 0         -
am/ec_spire/build/training.rs                                                           208               208     0.00%          20                20     0.00%          161               161     0.00%           0                 0         -
am/ec_spire/build/tuples.rs                                                             330               330     0.00%          30                30     0.00%          262               262     0.00%           0                 0         -
am/ec_spire/coordinator/debug.rs                                                          2                 2     0.00%           1                 1     0.00%            2                 2     0.00%           0                 0         -
am/ec_spire/coordinator/diagnostics.rs                                                  765               765     0.00%          55                55     0.00%          769               769     0.00%           0                 0         -
am/ec_spire/coordinator/hierarchy_shape.rs                                              151               151     0.00%           8                 8     0.00%          188               188     0.00%           0                 0         -
am/ec_spire/coordinator/hierarchy_snapshots.rs                                         2508              2508     0.00%         138               138     0.00%         2105              2105     0.00%           0                 0         -
am/ec_spire/coordinator/lifecycle.rs                                                     39                39     0.00%           6                 6     0.00%           35                35     0.00%           0                 0         -
am/ec_spire/coordinator/maintenance.rs                                                  452               452     0.00%          25                25     0.00%          422               422     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/candidate_merge_model.rs                      104               104     0.00%          12                12     0.00%           72                72     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/contracts.rs                                  367               367     0.00%          25                25     0.00%          546               546     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/dispatch.rs                                  2014              2014     0.00%         125               125     0.00%         1763              1763     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/endpoint_identity.rs                          430               430     0.00%          37                37     0.00%          453               453     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/executor_receive.rs                           759               759     0.00%          51                51     0.00%          695               695     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/fanout.rs                                     789               789     0.00%          44                44     0.00%          674               674     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/fault_matrix.rs                               146               146     0.00%          10                10     0.00%          204               204     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/governance.rs                                 293               293     0.00%          32                32     0.00%          271               271     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/libpq_plan.rs                                 720               720     0.00%          65                65     0.00%          633               633     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/operator.rs                                   394               394     0.00%          19                19     0.00%          716               716     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/payload.rs                                    316               316     0.00%          42                42     0.00%          251               251     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/payload_limits.rs                             162               162     0.00%          20                20     0.00%          168               168     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/pipeline.rs                                   365               365     0.00%          13                13     0.00%          364               364     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/production_transport.rs                      1273              1273     0.00%          60                60     0.00%         1279              1279     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/remote_transport_sim_model.rs                 627               627     0.00%          42                42     0.00%          419               419     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/resolve.rs                                    343               343     0.00%          29                29     0.00%          290               290     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/result_contracts.rs                            67                67     0.00%           6                 6     0.00%          217               217     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/scan_output.rs                                814               814     0.00%          39                39     0.00%          803               803     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/sort.rs                                        39                39     0.00%           9                 9     0.00%           27                27     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/tls.rs                                        637               637     0.00%          60                60     0.00%          460               460     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/write_payload.rs                              985               985     0.00%          74                74     0.00%          880               880     0.00%           0                 0         -
am/ec_spire/coordinator/snapshots.rs                                                   2154              2154     0.00%         170               170     0.00%         2166              2166     0.00%           0                 0         -
am/ec_spire/cost/mod.rs                                                                 449               449     0.00%          25                25     0.00%          356               356     0.00%           0                 0         -
am/ec_spire/custom_scan/begin_exec.rs                                                   351               351     0.00%          25                25     0.00%          296               296     0.00%           0                 0         -
am/ec_spire/custom_scan/cost_helpers.rs                                                 187               187     0.00%           7                 7     0.00%          130               130     0.00%           0                 0         -
am/ec_spire/custom_scan/dml.rs                                                          839               839     0.00%          67                67     0.00%          627               627     0.00%           0                 0         -
am/ec_spire/custom_scan/explain.rs                                                       81                81     0.00%           2                 2     0.00%           62                62     0.00%           0                 0         -
am/ec_spire/custom_scan/mod.rs                                                           32                32     0.00%           4                 4     0.00%           31                31     0.00%           0                 0         -
am/ec_spire/custom_scan/plan_private.rs                                                 363               363     0.00%          34                34     0.00%          271               271     0.00%           0                 0         -
am/ec_spire/custom_scan/planner.rs                                                      594               594     0.00%          18                18     0.00%          478               478     0.00%           0                 0         -
am/ec_spire/custom_scan/tuple_payload.rs                                                286               286     0.00%          15                15     0.00%          214               214     0.00%           0                 0         -
am/ec_spire/diagnostics/mod.rs                                                          284               284     0.00%          20                20     0.00%          221               221     0.00%           0                 0         -
am/ec_spire/dml_frontdoor/mod.rs                                                       2153              2153     0.00%         155               155     0.00%         1869              1869     0.00%           0                 0         -
am/ec_spire/insert.rs                                                                   346               346     0.00%          12                12     0.00%          249               249     0.00%           0                 0         -
am/ec_spire/meta/epoch.rs                                                               167               167     0.00%           8                 8     0.00%          109               109     0.00%           0                 0         -
am/ec_spire/meta/local_store.rs                                                         336               336     0.00%          25                25     0.00%          253               253     0.00%           0                 0         -
am/ec_spire/meta/object_manifest.rs                                                     242               242     0.00%          12                12     0.00%          155               155     0.00%           0                 0         -
am/ec_spire/meta/placement.rs                                                           214               214     0.00%          13                13     0.00%          225               225     0.00%           0                 0         -
am/ec_spire/meta/placement_directory.rs                                                 157               157     0.00%           9                 9     0.00%          106               106     0.00%           0                 0         -
am/ec_spire/meta/root_control.rs                                                        149               149     0.00%           6                 6     0.00%          120               120     0.00%           0                 0         -
am/ec_spire/meta/snapshot.rs                                                            129               129     0.00%          14                14     0.00%          132               132     0.00%           0                 0         -
am/ec_spire/meta/states.rs                                                               16                16     0.00%           2                 2     0.00%           14                14     0.00%           0                 0         -
am/ec_spire/options/mod.rs                                                             1167              1167     0.00%         112               112     0.00%         1023              1023     0.00%           0                 0         -
am/ec_spire/page.rs                                                                     579               579     0.00%          30                30     0.00%          444               444     0.00%           0                 0         -
am/ec_spire/quantizer/mod.rs                                                            271               271     0.00%          16                16     0.00%          235               235     0.00%           0                 0         -
am/ec_spire/routine.rs                                                                   65                65     0.00%           4                 4     0.00%           70                70     0.00%           0                 0         -
am/ec_spire/scan/callbacks.rs                                                           161               161     0.00%          11                11     0.00%          118               118     0.00%           0                 0         -
am/ec_spire/scan/candidates.rs                                                         1193              1193     0.00%          67                67     0.00%         1020              1020     0.00%           0                 0         -
am/ec_spire/scan/leaf_rows.rs                                                           106               106     0.00%           6                 6     0.00%           83                83     0.00%           0                 0         -
am/ec_spire/scan/relation.rs                                                            448               448     0.00%          37                37     0.00%          366               366     0.00%           0                 0         -
am/ec_spire/scan/routing.rs                                                            1508              1508     0.00%          91                91     0.00%         1345              1345     0.00%           0                 0         -
am/ec_spire/scan/snapshot.rs                                                            578               578     0.00%          26                26     0.00%          470               470     0.00%           0                 0         -
am/ec_spire/scan/types.rs                                                               382               382     0.00%          66                66     0.00%          388               388     0.00%           0                 0         -
am/ec_spire/storage.rs                                                                  145               145     0.00%          13                13     0.00%          149               149     0.00%           0                 0         -
am/ec_spire/storage/assignment.rs                                                       229               229     0.00%          13                13     0.00%          140               140     0.00%           0                 0         -
am/ec_spire/storage/header.rs                                                           161               161     0.00%           6                 6     0.00%          100               100     0.00%           0                 0         -
am/ec_spire/storage/helpers.rs                                                          416               416     0.00%          31                31     0.00%          406               406     0.00%           0                 0         -
am/ec_spire/storage/leaf_v1.rs                                                           96                96     0.00%           7                 7     0.00%           87                87     0.00%           0                 0         -
am/ec_spire/storage/leaf_v2.rs                                                          110               110     0.00%           9                 9     0.00%           85                85     0.00%           0                 0         -
am/ec_spire/storage/leaf_v2_parts.rs                                                    623               623     0.00%          28                28     0.00%          427               427     0.00%           0                 0         -
am/ec_spire/storage/local_store.rs                                                      665               665     0.00%          44                44     0.00%          537               537     0.00%           0                 0         -
am/ec_spire/storage/local_store_set.rs                                                  189               189     0.00%          23                23     0.00%          171               171     0.00%           0                 0         -
am/ec_spire/storage/relation_plan.rs                                                    228               228     0.00%          10                10     0.00%          195               195     0.00%           0                 0         -
am/ec_spire/storage/relation_store.rs                                                  1720              1720     0.00%         131               131     0.00%         1430              1430     0.00%           0                 0         -
am/ec_spire/storage/routing_delta.rs                                                    485               485     0.00%          33                33     0.00%          390               390     0.00%           0                 0         -
am/ec_spire/storage/top_graph.rs                                                        366               366     0.00%          15                15     0.00%          279               279     0.00%           0                 0         -
am/ec_spire/storage/vec_id.rs                                                           205               205     0.00%          33                33     0.00%          168               168     0.00%           0                 0         -
am/ec_spire/update/delta.rs                                                             262               262     0.00%           9                 9     0.00%          216               216     0.00%           0                 0         -
am/ec_spire/update/epoch_publish_model.rs                                                33                33     0.00%           5                 5     0.00%           39                39     0.00%           0                 0         -
am/ec_spire/update/helpers.rs                                                           220               220     0.00%          13                13     0.00%          217               217     0.00%           0                 0         -
am/ec_spire/update/leaf_rows.rs                                                         421               421     0.00%          11                11     0.00%          328               328     0.00%           0                 0         -
am/ec_spire/update/materialization.rs                                                   427               427     0.00%          22                22     0.00%          438               438     0.00%           0                 0         -
am/ec_spire/update/publish/local_drafts.rs                                              138               138     0.00%           6                 6     0.00%          167               167     0.00%           0                 0         -
am/ec_spire/update/publish/planning.rs                                                  131               131     0.00%           9                 9     0.00%          188               188     0.00%           0                 0         -
am/ec_spire/update/publish/relation.rs                                                  368               368     0.00%          14                14     0.00%          413               413     0.00%           0                 0         -
am/ec_spire/update/publish/validation.rs                                                205               205     0.00%          13                13     0.00%          294               294     0.00%           0                 0         -
am/ec_spire/update/routing.rs                                                           763               763     0.00%          37                37     0.00%          904               904     0.00%           0                 0         -
am/ec_spire/update/scheduler.rs                                                         147               147     0.00%           6                 6     0.00%          142               142     0.00%           0                 0         -
am/ec_spire/update/types.rs                                                              96                96     0.00%          14                14     0.00%          104               104     0.00%           0                 0         -
am/ec_spire/vacuum/mod.rs                                                               712               712     0.00%          34                34     0.00%          495               495     0.00%           0                 0         -
am/mod.rs                                                                                48                48     0.00%          12                12     0.00%           57                57     0.00%           0                 0         -
fault.rs                                                                                 29                29     0.00%           3                 3     0.00%           22                22     0.00%           0                 0         -
lib.rs                                                                                  252                 0   100.00%          15                 0   100.00%          118                 0   100.00%           0                 0         -
pg18_pgstat_shim.rs                                                                      18                18     0.00%           4                 4     0.00%           15                15     0.00%           0                 0         -
quant/codebook.rs                                                                       180                 5    97.22%          11                 0   100.00%          108                 2    98.15%           0                 0         -
quant/grouped_pq.rs                                                                     483                26    94.62%          30                 0   100.00%          284                15    94.72%           0                 0         -
quant/hadamard.rs                                                                       357                18    94.96%          26                 2    92.31%          178                13    92.70%           0                 0         -
quant/mod.rs                                                                             17                17     0.00%           3                 3     0.00%           17                17     0.00%           0                 0         -
quant/mse.rs                                                                            191                 0   100.00%          17                 0   100.00%          101                 0   100.00%           0                 0         -
quant/prod.rs                                                                          2905               184    93.67%         143                10    93.01%         1505               105    93.02%           0                 0         -
quant/qjl.rs                                                                             13                 0   100.00%           2                 0   100.00%            7                 0   100.00%           0                 0         -
quant/rabitq.rs                                                                        1446               196    86.45%         107                26    75.70%          813               151    81.43%           0                 0         -
quant/rotation.rs                                                                       294                 4    98.64%          20                 0   100.00%          136                 2    98.53%           0                 0         -
quant/simd.rs                                                                           126                 5    96.03%          20                 0   100.00%           83                 4    95.18%           0                 0         -
rust/library/std/src/sys/thread_local/native/mod.rs                                       7                 7     0.00%           2                 2     0.00%            6                 6     0.00%           0                 0         -
storage/buffer_guard.rs                                                                  91                91     0.00%          16                16     0.00%           87                87     0.00%           0                 0         -
storage/lock_guard.rs                                                                    25                25     0.00%           6                 6     0.00%           26                26     0.00%           0                 0         -
storage/page.rs                                                                         397                 1    99.75%          35                 0   100.00%          286                 0   100.00%           0                 0         -
storage/relation_guard.rs                                                                80                80     0.00%          14                14     0.00%           60                60     0.00%           0                 0         -
storage/scan_guard.rs                                                                    47                47     0.00%           6                 6     0.00%           49                49     0.00%           0                 0         -
storage/slot_guard.rs                                                                    30                30     0.00%           4                 4     0.00%           23                23     0.00%           0                 0         -
storage/snapshot_guard.rs                                                                46                46     0.00%           7                 7     0.00%           37                37     0.00%           0                 0         -
storage/spi_guard.rs                                                                     16                16     0.00%           4                 4     0.00%           10                10     0.00%           0                 0         -
storage/wal.rs                                                                           36                36     0.00%           5                 5     0.00%           32                32     0.00%           0                 0         -
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                 91525             73652    19.53%        6223              5116    17.79%        74619             63409    15.02%           0                 0         -
