# Suite Report: task78-rabitq-current-cutoff

- config: `reviews/task-78/002-rabitq-suite-evidence/suite-rabitq-current.json`
- config_sha256: `cbe81eabe055bfc33644cda51585c0abbc4a1db447f72508624b2494a033fa19`
- dry_run: `false`
- steps: completed 9, failed 0, skipped 0, dry-run 0, missing artifacts 0, stale 0

| Step | Kind | Status | Duration ms | Artifacts |
| --- | --- | --- | ---: | --- |
| drop-task78-current-database | raw | Succeeded | 22 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/drop-database.log` |
| create-task78-current-database | raw | Succeeded | 110 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/create-database.log` |
| precheck-current-host-and-extension | raw | Succeeded | 246 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/precheck-host-and-extension.log` |
| load-100k-rabitq-tg64-b0 | load | Succeeded | 306634 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/load-100k-rabitq-tg64-b0.log` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | Succeeded | 126605 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/pipeline-100k-rabitq-tg64-b0.log`<br>`/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/funnel-100k-rabitq-tg64-b0.jsonl` |
| rebuild-100k-rabitq-tg96-b0 | raw | Succeeded | 9295 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/rebuild-100k-rabitq-tg96-b0.log` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | Succeeded | 148850 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/pipeline-100k-rabitq-tg96-b0.log`<br>`/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/funnel-100k-rabitq-tg96-b0.jsonl` |
| rebuild-100k-rabitq-tg128-b0 | raw | Succeeded | 9178 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/rebuild-100k-rabitq-tg128-b0.log` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | Succeeded | 165201 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/pipeline-100k-rabitq-tg128-b0.log`<br>`/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/current/funnel-100k-rabitq-tg128-b0.jsonl` |

## Parsed Results

| Step | Kind | Metric | Values |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `field=status`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=ready` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `field=recommendation`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=none` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `leaf_dim=0.010000`, `nprobe=64`, `page=1.000000`, `prefix=task78_rabitq_current_100k`, `rerank_effective=1.000000`, `rerank_guc=1.350000`, `rerank_width=25`, `routing_dim=0.010000`, `storage=rabitq`, `storage_effective=0.450000`, `storage_format=rabitq`, `storage_guc=1.000000`, `store_fanout=0.050000`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=64`, `deduped_route_sum=12800`, `effective_nprobe=64`, `expanded_parent_sum=1600`, `input_frontier_sum=1600`, `level=1`, `max_leaf_routes=64`, `max_routing_expansions=128`, `nprobe=64`, `prefix=task78_rabitq_current_100k`, `queries=200`, `selected_child_sum=25600`, `source=session`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=max_leaf_routes` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=64`, `deduped_route_sum=1600`, `effective_nprobe=64`, `expanded_parent_sum=200`, `input_frontier_sum=200`, `level=2`, `max_leaf_routes=64`, `max_routing_expansions=128`, `nprobe=64`, `prefix=task78_rabitq_current_100k`, `queries=200`, `selected_child_sum=1600`, `source=session`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=none` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=400`, `next_blocker=routing_budget`, `nprobe=64`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=400`, `remote_fanout_sum=0`, `route_sum=12800`, `status=truncated`, `step=routing`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=200`, `next_blocker=none`, `nprobe=64`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=200`, `remote_fanout_sum=0`, `route_sum=12800`, `status=ready`, `step=placement`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=12800`, `next_blocker=none`, `nprobe=64`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=12800`, `remote_fanout_sum=0`, `route_sum=12800`, `status=ready`, `step=prefetch`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=10415357`, `candidate_sum=10420357`, `heap_rerank_sum=0`, `item_sum=10420357`, `next_blocker=candidate_budget`, `nprobe=64`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=5000`, `remote_fanout_sum=0`, `route_sum=12800`, `status=truncated`, `step=candidates`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=5000`, `heap_rerank_sum=5000`, `item_sum=5000`, `next_blocker=none`, `nprobe=64`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=5000`, `remote_fanout_sum=0`, `route_sum=0`, `status=ready`, `step=heap_rerank`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=0`, `next_blocker=none`, `nprobe=64`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=0`, `remote_fanout_sum=0`, `route_sum=0`, `status=not_applicable_local_scan`, `step=remote_fanout`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `candidate_sum=10420357`, `delta_decode_sum=0`, `delta_route_sum=0`, `leaf_route_sum=12800`, `local_store_id=0`, `node_id=0`, `nprobe=64`, `object_bytes_sum=8496202984`, `prefix=task78_rabitq_current_100k`, `queries=200`, `read_batch_sum=200`, `route_sum=12800`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `latency_max=66.613 ms`, `latency_min=37.933 ms`, `latency_p50=41.757 ms`, `latency_p95=52.954 ms`, `latency_p99=62.954 ms`, `nprobe=64`, `prefix=task78_rabitq_current_100k`, `queries=200`, `recall@k=0.9825`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg64-b0 | spire-pipeline | spire-pipeline | `cancel_sum=0`, `candidate_p50=0.000 ms`, `candidate_p95=0.000 ms`, `candidate_query_sum=0`, `connect_p50=0.000 ms`, `connect_p95=0.000 ms`, `degraded_skip_sum=0`, `dispatch_sum=0`, `endpoint_identity_p50=0.000 ms`, `endpoint_identity_p95=0.000 ms`, `endpoint_identity_query_sum=0`, `heap_p50=0.000 ms`, `heap_p95=0.000 ms`, `heap_query_sum=0`, `merge_p50=0.000 ms`, `merge_p95=0.000 ms`, `nprobe=64`, `payload_bytes_sum=0`, `prefix=task78_rabitq_current_100k`, `profiles=200`, `remote_pid_sum=0`, `result_source=local_heap_candidates`, `returned_sum=2000`, `selected_pid_sum=12800`, `socket_open_sum=0`, `status=ready`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `timeout_sum=0`, `total_p50=38.000 ms`, `total_p95=45.000 ms` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_capabilities`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=pg_binary_attr_v1` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_default`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=pg_binary_attr_v1` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_status`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=ready` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `field=pg_binary_attr_v1_ready`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=true` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `field=status`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=ready` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `field=recommendation`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=none` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `leaf_dim=0.010000`, `nprobe=96`, `page=1.000000`, `prefix=task78_rabitq_current_100k`, `rerank_effective=1.000000`, `rerank_guc=1.350000`, `rerank_width=25`, `routing_dim=0.010000`, `storage=rabitq`, `storage_effective=0.450000`, `storage_format=rabitq`, `storage_guc=1.000000`, `store_fanout=0.050000`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=96`, `deduped_route_sum=19200`, `effective_nprobe=96`, `expanded_parent_sum=1600`, `input_frontier_sum=1600`, `level=1`, `max_leaf_routes=96`, `max_routing_expansions=128`, `nprobe=96`, `prefix=task78_rabitq_current_100k`, `queries=200`, `selected_child_sum=25600`, `source=session`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=max_leaf_routes` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=96`, `deduped_route_sum=1600`, `effective_nprobe=96`, `expanded_parent_sum=200`, `input_frontier_sum=200`, `level=2`, `max_leaf_routes=96`, `max_routing_expansions=128`, `nprobe=96`, `prefix=task78_rabitq_current_100k`, `queries=200`, `selected_child_sum=1600`, `source=session`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=none` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=400`, `next_blocker=routing_budget`, `nprobe=96`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=400`, `remote_fanout_sum=0`, `route_sum=19200`, `status=truncated`, `step=routing`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=200`, `next_blocker=none`, `nprobe=96`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=200`, `remote_fanout_sum=0`, `route_sum=19200`, `status=ready`, `step=placement`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=19200`, `next_blocker=none`, `nprobe=96`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=19200`, `remote_fanout_sum=0`, `route_sum=19200`, `status=ready`, `step=prefetch`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=15501227`, `candidate_sum=15506227`, `heap_rerank_sum=0`, `item_sum=15506227`, `next_blocker=candidate_budget`, `nprobe=96`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=5000`, `remote_fanout_sum=0`, `route_sum=19200`, `status=truncated`, `step=candidates`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=5000`, `heap_rerank_sum=5000`, `item_sum=5000`, `next_blocker=none`, `nprobe=96`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=5000`, `remote_fanout_sum=0`, `route_sum=0`, `status=ready`, `step=heap_rerank`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=0`, `next_blocker=none`, `nprobe=96`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=0`, `remote_fanout_sum=0`, `route_sum=0`, `status=not_applicable_local_scan`, `step=remote_fanout`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `candidate_sum=15506227`, `delta_decode_sum=0`, `delta_route_sum=0`, `leaf_route_sum=19200`, `local_store_id=0`, `node_id=0`, `nprobe=96`, `object_bytes_sum=12642962128`, `prefix=task78_rabitq_current_100k`, `queries=200`, `read_batch_sum=200`, `route_sum=19200`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `latency_max=131.474 ms`, `latency_min=55.282 ms`, `latency_p50=60.256 ms`, `latency_p95=73.437 ms`, `latency_p99=95.535 ms`, `nprobe=96`, `prefix=task78_rabitq_current_100k`, `queries=200`, `recall@k=0.9975`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg96-b0 | spire-pipeline | spire-pipeline | `cancel_sum=0`, `candidate_p50=0.000 ms`, `candidate_p95=0.000 ms`, `candidate_query_sum=0`, `connect_p50=0.000 ms`, `connect_p95=0.000 ms`, `degraded_skip_sum=0`, `dispatch_sum=0`, `endpoint_identity_p50=0.000 ms`, `endpoint_identity_p95=0.000 ms`, `endpoint_identity_query_sum=0`, `heap_p50=0.000 ms`, `heap_p95=0.000 ms`, `heap_query_sum=0`, `merge_p50=0.000 ms`, `merge_p95=0.000 ms`, `nprobe=96`, `payload_bytes_sum=0`, `prefix=task78_rabitq_current_100k`, `profiles=200`, `remote_pid_sum=0`, `result_source=local_heap_candidates`, `returned_sum=2000`, `selected_pid_sum=19200`, `socket_open_sum=0`, `status=ready`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `timeout_sum=0`, `total_p50=56.000 ms`, `total_p95=71.000 ms` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_capabilities`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=pg_binary_attr_v1` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_default`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=pg_binary_attr_v1` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_status`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=ready` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `field=pg_binary_attr_v1_ready`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=true` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `field=status`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=ready` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `field=recommendation`, `prefix=task78_rabitq_current_100k`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=none` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `leaf_dim=0.010000`, `nprobe=128`, `page=1.000000`, `prefix=task78_rabitq_current_100k`, `rerank_effective=1.000000`, `rerank_guc=1.350000`, `rerank_width=25`, `routing_dim=0.010000`, `storage=rabitq`, `storage_effective=0.450000`, `storage_format=rabitq`, `storage_guc=1.000000`, `store_fanout=0.050000`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=128`, `deduped_route_sum=25600`, `effective_nprobe=128`, `expanded_parent_sum=1600`, `input_frontier_sum=1600`, `level=1`, `max_leaf_routes=128`, `max_routing_expansions=128`, `nprobe=128`, `prefix=task78_rabitq_current_100k`, `queries=200`, `selected_child_sum=25600`, `source=session`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=none` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=128`, `deduped_route_sum=1600`, `effective_nprobe=128`, `expanded_parent_sum=200`, `input_frontier_sum=200`, `level=2`, `max_leaf_routes=128`, `max_routing_expansions=128`, `nprobe=128`, `prefix=task78_rabitq_current_100k`, `queries=200`, `selected_child_sum=1600`, `source=session`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=none` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=400`, `next_blocker=none`, `nprobe=128`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=400`, `remote_fanout_sum=0`, `route_sum=25600`, `status=ready`, `step=routing`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=200`, `next_blocker=none`, `nprobe=128`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=200`, `remote_fanout_sum=0`, `route_sum=25600`, `status=ready`, `step=placement`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-rabitq-tg128-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=25600`, `next_blocker=none`, `nprobe=128`, `prefix=task78_rabitq_current_100k`, `queries=200`, `ready_sum=25600`, `remote_fanout_sum=0`, `route_sum=25600`, `status=ready`, `step=prefetch`, `storage_format=rabitq`, `suite_database=task78_spire_rabitq_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
