# Suite Report: task78-turboquant-current-comparison

- config: `reviews/task-78/002-rabitq-suite-evidence/suite-turboquant-current.json`
- config_sha256: `44042e8da3842ef44ddc36c2c1a1f088de9d614fd0fd3ed706785c8a878c2843`
- dry_run: `false`
- steps: completed 9, failed 0, skipped 0, dry-run 0, missing artifacts 0, stale 0

| Step | Kind | Status | Duration ms | Artifacts |
| --- | --- | --- | ---: | --- |
| drop-task78-turboquant-database | raw | Succeeded | 16 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/drop-database.log` |
| create-task78-turboquant-database | raw | Succeeded | 75 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/create-database.log` |
| precheck-turboquant-host-and-extension | raw | Succeeded | 205 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/precheck-host-and-extension.log` |
| load-100k-turboquant-tg64-b0 | load | Succeeded | 280001 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/load-100k-turboquant-tg64-b0.log` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | Succeeded | 168475 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/pipeline-100k-turboquant-tg64-b0.log`<br>`/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/funnel-100k-turboquant-tg64-b0.jsonl` |
| rebuild-100k-turboquant-tg96-b0 | raw | Succeeded | 8371 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/rebuild-100k-turboquant-tg96-b0.log` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | Succeeded | 213861 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/pipeline-100k-turboquant-tg96-b0.log`<br>`/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/funnel-100k-turboquant-tg96-b0.jsonl` |
| rebuild-100k-turboquant-tg128-b0 | raw | Succeeded | 8243 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/rebuild-100k-turboquant-tg128-b0.log` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | Succeeded | 252503 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/pipeline-100k-turboquant-tg128-b0.log`<br>`/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/funnel-100k-turboquant-tg128-b0.jsonl` |

## Parsed Results

| Step | Kind | Metric | Values |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `field=status`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=requires_rabitq_storage_format` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `field=recommendation`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=create or reindex the remote-serving SPIRE index with storage_format = 'rabitq'` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `leaf_dim=0.010000`, `nprobe=64`, `page=1.000000`, `prefix=task78_turboquant_current_100k`, `rerank_effective=1.000000`, `rerank_guc=1.350000`, `rerank_width=25`, `routing_dim=0.010000`, `storage=turboquant`, `storage_effective=1.000000`, `storage_format=turboquant`, `storage_guc=1.000000`, `store_fanout=0.050000`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=64`, `deduped_route_sum=12800`, `effective_nprobe=64`, `expanded_parent_sum=1600`, `input_frontier_sum=1600`, `level=1`, `max_leaf_routes=64`, `max_routing_expansions=128`, `nprobe=64`, `prefix=task78_turboquant_current_100k`, `queries=200`, `selected_child_sum=25600`, `source=session`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=max_leaf_routes` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=64`, `deduped_route_sum=1600`, `effective_nprobe=64`, `expanded_parent_sum=200`, `input_frontier_sum=200`, `level=2`, `max_leaf_routes=64`, `max_routing_expansions=128`, `nprobe=64`, `prefix=task78_turboquant_current_100k`, `queries=200`, `selected_child_sum=1600`, `source=session`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=none` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=400`, `next_blocker=routing_budget`, `nprobe=64`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=400`, `remote_fanout_sum=0`, `route_sum=12800`, `status=truncated`, `step=routing`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=200`, `next_blocker=none`, `nprobe=64`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=200`, `remote_fanout_sum=0`, `route_sum=12800`, `status=ready`, `step=placement`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=12800`, `next_blocker=none`, `nprobe=64`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=12800`, `remote_fanout_sum=0`, `route_sum=12800`, `status=ready`, `step=prefetch`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=10415357`, `candidate_sum=10420357`, `heap_rerank_sum=0`, `item_sum=10420357`, `next_blocker=candidate_budget`, `nprobe=64`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=5000`, `remote_fanout_sum=0`, `route_sum=12800`, `status=truncated`, `step=candidates`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=5000`, `heap_rerank_sum=5000`, `item_sum=5000`, `next_blocker=none`, `nprobe=64`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=5000`, `remote_fanout_sum=0`, `route_sum=0`, `status=ready`, `step=heap_rerank`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=0`, `next_blocker=none`, `nprobe=64`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=0`, `remote_fanout_sum=0`, `route_sum=0`, `status=not_applicable_local_scan`, `step=remote_fanout`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `candidate_sum=10420357`, `delta_decode_sum=0`, `delta_route_sum=0`, `leaf_route_sum=12800`, `local_store_id=0`, `node_id=0`, `nprobe=64`, `object_bytes_sum=8371158700`, `prefix=task78_turboquant_current_100k`, `queries=200`, `read_batch_sum=200`, `route_sum=12800`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `latency_max=107.103 ms`, `latency_min=81.798 ms`, `latency_p50=89.144 ms`, `latency_p95=96.880 ms`, `latency_p99=102.124 ms`, `nprobe=64`, `prefix=task78_turboquant_current_100k`, `queries=200`, `recall@k=0.9825`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | spire-pipeline | `cancel_sum=0`, `candidate_p50=0.000 ms`, `candidate_p95=0.000 ms`, `candidate_query_sum=0`, `connect_p50=0.000 ms`, `connect_p95=0.000 ms`, `degraded_skip_sum=0`, `dispatch_sum=0`, `endpoint_identity_p50=0.000 ms`, `endpoint_identity_p95=0.000 ms`, `endpoint_identity_query_sum=0`, `heap_p50=0.000 ms`, `heap_p95=0.000 ms`, `heap_query_sum=0`, `merge_p50=0.000 ms`, `merge_p95=0.000 ms`, `nprobe=64`, `payload_bytes_sum=0`, `prefix=task78_turboquant_current_100k`, `profiles=200`, `remote_pid_sum=0`, `result_source=local_heap_candidates`, `returned_sum=2000`, `selected_pid_sum=12800`, `socket_open_sum=0`, `status=ready`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `timeout_sum=0`, `total_p50=85.000 ms`, `total_p95=93.000 ms` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_capabilities`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=pg_binary_attr_v1` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_default`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=pg_binary_attr_v1` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_status`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=ready` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `field=pg_binary_attr_v1_ready`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=true` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `field=status`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=requires_rabitq_storage_format` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `field=recommendation`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=create or reindex the remote-serving SPIRE index with storage_format = 'rabitq'` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `leaf_dim=0.010000`, `nprobe=96`, `page=1.000000`, `prefix=task78_turboquant_current_100k`, `rerank_effective=1.000000`, `rerank_guc=1.350000`, `rerank_width=25`, `routing_dim=0.010000`, `storage=turboquant`, `storage_effective=1.000000`, `storage_format=turboquant`, `storage_guc=1.000000`, `store_fanout=0.050000`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=96`, `deduped_route_sum=19200`, `effective_nprobe=96`, `expanded_parent_sum=1600`, `input_frontier_sum=1600`, `level=1`, `max_leaf_routes=96`, `max_routing_expansions=128`, `nprobe=96`, `prefix=task78_turboquant_current_100k`, `queries=200`, `selected_child_sum=25600`, `source=session`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=max_leaf_routes` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=96`, `deduped_route_sum=1600`, `effective_nprobe=96`, `expanded_parent_sum=200`, `input_frontier_sum=200`, `level=2`, `max_leaf_routes=96`, `max_routing_expansions=128`, `nprobe=96`, `prefix=task78_turboquant_current_100k`, `queries=200`, `selected_child_sum=1600`, `source=session`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=none` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=400`, `next_blocker=routing_budget`, `nprobe=96`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=400`, `remote_fanout_sum=0`, `route_sum=19200`, `status=truncated`, `step=routing`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=200`, `next_blocker=none`, `nprobe=96`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=200`, `remote_fanout_sum=0`, `route_sum=19200`, `status=ready`, `step=placement`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=19200`, `next_blocker=none`, `nprobe=96`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=19200`, `remote_fanout_sum=0`, `route_sum=19200`, `status=ready`, `step=prefetch`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=15501227`, `candidate_sum=15506227`, `heap_rerank_sum=0`, `item_sum=15506227`, `next_blocker=candidate_budget`, `nprobe=96`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=5000`, `remote_fanout_sum=0`, `route_sum=19200`, `status=truncated`, `step=candidates`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=5000`, `heap_rerank_sum=5000`, `item_sum=5000`, `next_blocker=none`, `nprobe=96`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=5000`, `remote_fanout_sum=0`, `route_sum=0`, `status=ready`, `step=heap_rerank`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=0`, `next_blocker=none`, `nprobe=96`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=0`, `remote_fanout_sum=0`, `route_sum=0`, `status=not_applicable_local_scan`, `step=remote_fanout`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `candidate_sum=15506227`, `delta_decode_sum=0`, `delta_route_sum=0`, `leaf_route_sum=19200`, `local_store_id=0`, `node_id=0`, `nprobe=96`, `object_bytes_sum=12456887404`, `prefix=task78_turboquant_current_100k`, `queries=200`, `read_batch_sum=200`, `route_sum=19200`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `latency_max=158.195 ms`, `latency_min=121.751 ms`, `latency_p50=129.835 ms`, `latency_p95=140.492 ms`, `latency_p99=150.275 ms`, `nprobe=96`, `prefix=task78_turboquant_current_100k`, `queries=200`, `recall@k=0.9975`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | spire-pipeline | `cancel_sum=0`, `candidate_p50=0.000 ms`, `candidate_p95=0.000 ms`, `candidate_query_sum=0`, `connect_p50=0.000 ms`, `connect_p95=0.000 ms`, `degraded_skip_sum=0`, `dispatch_sum=0`, `endpoint_identity_p50=0.000 ms`, `endpoint_identity_p95=0.000 ms`, `endpoint_identity_query_sum=0`, `heap_p50=0.000 ms`, `heap_p95=0.000 ms`, `heap_query_sum=0`, `merge_p50=0.000 ms`, `merge_p95=0.000 ms`, `nprobe=96`, `payload_bytes_sum=0`, `prefix=task78_turboquant_current_100k`, `profiles=200`, `remote_pid_sum=0`, `result_source=local_heap_candidates`, `returned_sum=2000`, `selected_pid_sum=19200`, `socket_open_sum=0`, `status=ready`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `timeout_sum=0`, `total_p50=126.000 ms`, `total_p95=135.000 ms` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_capabilities`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=pg_binary_attr_v1` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_default`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=pg_binary_attr_v1` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `field=tuple_transport_status`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=ready` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `field=pg_binary_attr_v1_ready`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=true` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `field=status`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=requires_rabitq_storage_format` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `field=recommendation`, `prefix=task78_turboquant_current_100k`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=create or reindex the remote-serving SPIRE index with storage_format = 'rabitq'` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `leaf_dim=0.010000`, `nprobe=128`, `page=1.000000`, `prefix=task78_turboquant_current_100k`, `rerank_effective=1.000000`, `rerank_guc=1.350000`, `rerank_width=25`, `routing_dim=0.010000`, `storage=turboquant`, `storage_effective=1.000000`, `storage_format=turboquant`, `storage_guc=1.000000`, `store_fanout=0.050000`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=128`, `deduped_route_sum=25600`, `effective_nprobe=128`, `expanded_parent_sum=1600`, `input_frontier_sum=1600`, `level=1`, `max_leaf_routes=128`, `max_routing_expansions=128`, `nprobe=128`, `prefix=task78_turboquant_current_100k`, `queries=200`, `selected_child_sum=25600`, `source=session`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=none` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `adaptive=disabled`, `beam_width=128`, `deduped_route_sum=1600`, `effective_nprobe=128`, `expanded_parent_sum=200`, `input_frontier_sum=200`, `level=2`, `max_leaf_routes=128`, `max_routing_expansions=128`, `nprobe=128`, `prefix=task78_turboquant_current_100k`, `queries=200`, `selected_child_sum=1600`, `source=session`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `truncation=none` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=400`, `next_blocker=none`, `nprobe=128`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=400`, `remote_fanout_sum=0`, `route_sum=25600`, `status=ready`, `step=routing`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=200`, `next_blocker=none`, `nprobe=128`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=200`, `remote_fanout_sum=0`, `route_sum=25600`, `status=ready`, `step=placement`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
